loc,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva,wol
1,47.14,37,33,40,40,18,26,41.27,9,14,107.5,20,9,13,8,0
1,59.61,21,31,100,50,31,16,64.63,14,11,92.31,14,17,13,8,1
1,56.52,30,39,66.66,20,50,23,61.63,17,10,99.53,24,16,10,15,1
0,51.72,28,30,50,33.33,19,36,39.02,11,14,88.89,10,14,3,7,0
1,40,36,24,75,33.33,26,31,53.49,13,8,99.47,38,13,11,21,1
0,53.52,33,38,100,66.66,38,40,54.13,20,13,99.56,14,17,6,3,1
1,48.27,30,28,66.66,50,36,19,60.98,14,11,111.11,15,10,15,9,1
1,50,35,35,66.66,0,41,28,64.58,26,15,87.56,25,9,9,9,0
0,40.38,31,21,50,0,16,31,35.37,11,14,107.69,16,17,11,9,0
1,57.14,27,36,100,42.85,30,34,38.03,15,15,99.35,20,15,8,12,1
1,45.16,34,28,100,25,27,36,46.99,20,13,92.86,29,13,4,5,0
0,54.83,28,34,75,0,36,27,53.01,13,20,107.14,28,18,4,4,1
1,36.2,37,21,100,50,30,39,42.53,14,13,109.68,27,15,11,7,1
0,63.79,21,37,50,0,39,30,57.47,13,14,90.33,23,10,3,2,0
1,31.42,48,22,100,20,28,37,44.21,13,21,100,18,12,12,16,0
1,53.84,30,35,100,0,28,19,64.29,18,19,100,18,13,14,10,1
0,68.57,22,48,80,0,37,28,55.79,21,13,100,36,23,4,2,1
1,51.51,32,34,83.33,0,37,31,51.04,16,17,100.15,18,17,8,11,0
0,43.39,30,23,50,0,21,29,50,17,13,106.36,10,11,4,7,0
0,37.5,40,24,83.33,40,31,44,44.58,10,21,108.33,21,19,1,8,1
0,48.48,34,32,100,16.66,31,37,48.96,17,16,99.85,23,11,5,6,1
0,46.15,35,30,100,0,19,28,35.71,19,18,100,29,27,6,8,0
1,56.6,23,30,100,50,29,21,50,13,17,93.64,14,17,9,13,1
1,62.5,24,40,60,16.66,44,31,55.42,21,10,91.67,37,9,11,13,0
1,62.71,22,37,80,40,28,21,60,17,3,114.38,27,9,13,8,1
0,65.71,24,46,100,0,38,30,55.06,22,15,100.82,25,13,10,5,1
1,34.28,46,24,100,0,30,38,44.94,15,22,99.18,25,6,7,12,0
0,37.28,37,22,60,20,21,28,40,3,17,85.62,15,16,7,3,0
0,45.45,36,30,75,50,27,28,49.45,11,16,109.52,13,21,6,11,1
1,54.54,30,36,50,25,28,27,50.55,16,11,90.48,29,21,4,19,0
0,39.39,40,26,100,50,26,36,44.16,15,20,109.52,23,12,11,11,1
0,50,32,32,100,25,30,39,43.18,9,23,100,25,14,3,7,1
0,46.77,33,29,100,0,34,37,54.88,19,14,76.92,26,11,2,10,0
1,54.92,32,39,80,0,32,36,51.28,14,14,101.19,26,9,16,5,0
1,40.29,40,27,100,0,26,29,38.46,17,18,93.88,22,15,5,6,0
1,50,32,32,75,0,39,30,56.82,23,9,100,27,17,5,7,0
0,26.22,45,16,100,20,15,30,34.85,9,15,91.67,18,17,4,3,0
0,59.7,27,40,100,0,29,26,61.54,18,17,106.12,18,13,7,3,1
1,60.6,26,40,50,0,36,26,55.84,20,15,90.48,15,13,6,8,0
0,56,22,28,100,0,33,27,45.88,11,17,111.53,18,14,4,6,1
1,53.22,29,33,100,0,37,34,45.12,14,19,123.08,22,13,6,5,1
1,44,28,22,100,0,27,33,54.12,17,11,88.47,25,7,10,5,0
1,73.77,16,45,80,0,30,15,65.15,15,9,108.33,19,10,6,8,1
0,45.07,39,32,100,20,36,32,48.72,14,14,98.81,28,11,11,5,1
1,60.56,28,43,75,33.33,32,25,56.98,20,12,92.09,37,13,7,9,1
0,39.43,43,28,66.66,25,25,32,43.02,12,20,107.91,41,14,3,9,0
0,46.55,31,27,50,100,28,34,51.09,15,15,93.55,20,9,4,0,0
1,53.44,27,31,0,50,34,28,48.91,15,15,106.45,22,14,8,3,1
0,52.54,28,31,66.66,33.33,35,25,55.91,16,13,94.87,14,16,9,7,0
1,47.45,31,28,66.66,33.33,25,35,44.09,13,16,105.13,22,14,6,13,1
1,52.3,31,34,66.66,66.66,47,20,64.06,20,12,108.04,9,16,10,13,1
0,55.17,26,32,50,33.33,34,23,58.23,11,11,103.7,13,11,2,5,1
0,47.69,34,31,33.33,33.33,20,47,35.94,12,20,91.96,25,22,5,10,0
1,44.82,32,26,66.66,50,23,34,41.77,11,11,96.3,27,14,7,7,0
0,49.09,28,27,66.66,0,34,28,58.06,14,8,84.85,34,9,8,9,0
1,49.25,34,33,100,0,32,23,59.49,15,21,98.32,26,5,8,6,1
0,44.59,41,33,50,50,34,25,63.77,24,16,100,14,6,6,5,0
1,61.97,27,44,100,66.66,37,34,51.65,21,11,98.25,25,16,8,9,1
0,49.01,26,25,100,0,34,30,56.98,13,8,92.46,12,16,5,6,0
0,38.02,44,27,33.33,0,34,37,48.35,11,21,101.75,16,11,5,3,0
0,50.74,33,34,100,0,23,32,40.51,21,15,101.68,25,16,4,8,0
1,50.9,27,28,100,33.33,28,34,41.94,8,14,115.15,15,7,8,15,1
0,60.29,27,41,100,0,33,28,47,23,17,102.55,44,18,5,9,1
1,55.4,33,41,50,50,25,34,36.23,16,24,100,25,12,9,8,1
1,50.98,25,26,100,0,30,34,43.02,8,13,107.54,28,20,8,9,1
1,39.7,41,27,100,0,28,33,53,17,23,97.45,33,13,9,16,0
0,56.14,25,32,100,0,28,29,50.56,13,18,109.09,28,16,4,8,1
0,36.76,43,25,75,33.33,25,27,50,17,14,96.67,25,17,10,6,0
1,63.23,25,43,66.66,25,27,25,50,14,17,103.33,24,13,13,13,1
1,43.85,32,25,100,0,29,28,49.44,18,13,90.91,40,12,3,17,0
1,40.67,35,24,100,33.33,17,34,41.46,7,18,99.53,25,13,5,10,0
0,59.32,24,35,66.66,0,34,17,58.54,18,7,100.47,21,17,6,7,1
0,59.32,24,35,100,0,28,36,52,10,19,104.89,9,19,9,8,1
1,40.67,35,24,100,0,36,28,48,19,10,95.11,19,18,6,8,0
1,57.14,24,32,100,0,34,18,57.65,12,19,101.02,29,11,9,6,1
0,42.85,32,24,100,0,18,34,42.35,19,12,98.98,46,14,7,5,0
1,47.56,43,39,100,50,51,23,61.29,24,16,97.6,23,14,12,10,1
0,52.43,39,43,50,0,23,51,38.71,16,24,102.4,39,13,2,8,0
1,50,31,31,0,20,39,16,58.54,14,15,95.12,19,17,14,7,0
0,42.1,33,24,75,0,19,34,46.38,11,9,78.26,12,6,4,2,0
1,50,37,37,100,33.33,42,36,45.79,13,19,94.24,32,17,14,33,1
0,51.28,38,40,77.77,20,23,34,35.71,9,18,89.47,29,24,4,13,0
0,54.38,26,31,83.33,0,23,44,43.08,10,10,90.48,38,19,6,7,0
0,35.61,47,26,50,33.33,30,33,33.77,17,17,107.76,20,19,8,9,1
1,50.81,30,31,50,50,30,29,46.15,18,16,99.8,20,21,7,12,0
0,51.92,25,27,100,33.33,26,21,47.06,13,15,90,28,10,11,5,0
1,45.61,31,26,100,16.66,44,23,56.92,10,10,109.52,22,10,8,4,1
0,50,37,37,66.66,0,36,42,54.21,19,13,105.76,41,19,7,14,0
0,56.14,25,32,50,0,26,37,48.28,12,12,97.45,16,9,7,12,0
1,57.89,24,33,100,25,34,19,53.62,9,11,121.74,23,12,10,4,1
1,43.85,32,25,100,50,37,26,51.72,12,12,102.55,23,11,6,9,1
0,49.18,31,30,50,50,29,30,53.85,16,18,100.2,25,13,6,7,1
1,53.33,35,40,100,0,35,21,63.22,20,16,100.89,26,16,6,4,1
1,48.71,40,38,80,22.22,34,23,64.29,18,9,110.53,20,12,3,6,1
1,48.07,27,25,66.66,0,21,26,52.94,15,13,110,26,14,6,7,1
0,46.66,40,35,100,0,21,35,36.78,16,20,99.11,25,18,3,3,0
0,50,31,31,80,100,16,39,41.46,15,14,104.88,29,17,9,2,1
1,64.38,26,47,66.66,50,33,30,66.23,17,17,92.24,23,7,8,9,0
1,36.5,40,23,60,16.66,33,36,45.98,9,14,109.79,31,15,4,12,1
1,47.88,37,34,100,0,35,46,39.42,17,21,96.97,21,17,6,7,0
1,42.59,31,23,100,0,36,27,58.75,17,9,100.89,19,11,5,11,1
1,58.82,21,30,100,33.33,32,30,59.14,8,14,88.49,33,8,5,3,0
0,53.84,24,28,100,0,26,29,41.56,10,12,102.53,15,14,6,3,1
1,51.06,23,24,100,33.33,25,38,44.79,9,14,101.15,26,23,12,6,0
0,41.17,30,21,66.66,0,30,32,40.86,14,8,111.51,22,23,7,1,1
0,57.4,23,31,100,0,27,36,41.25,9,17,99.11,14,14,10,2,0
0,63.49,23,40,83.33,40,36,33,54.02,14,9,90.21,18,14,2,8,0
0,52.11,34,37,100,0,46,35,60.58,21,17,103.03,14,8,4,3,1
0,48.93,24,23,66.66,0,38,25,55.21,14,9,98.85,20,15,8,10,1
1,46.15,28,24,100,0,29,26,58.44,12,10,97.47,13,9,7,11,0
1,49.05,27,26,100,50,28,30,44.44,13,9,101.09,19,15,5,2,1
0,50.94,26,27,50,0,30,28,55.56,9,13,98.91,13,7,6,0,0
1,53.52,33,38,100,0,27,39,55.43,23,15,93.29,26,10,8,8,0
0,46.47,38,33,100,0,39,27,44.57,15,23,106.71,12,24,3,5,1
0,45.83,39,33,100,0,33,25,44.71,19,19,99.35,20,16,4,4,0
1,54.16,22,26,75,33.33,32,24,51.35,10,8,111.11,22,17,13,6,1
1,62.74,19,32,66.66,20,29,18,46.15,11,11,96.17,19,20,5,9,0
1,61.33,29,46,80,66.66,39,39,56.12,18,14,99.73,30,14,6,9,1
1,54.16,33,39,100,0,25,33,55.29,19,19,100.65,14,12,6,4,1
0,40.74,32,22,100,0,27,21,60.67,21,11,85.71,29,10,1,3,0
0,38.66,46,29,33.33,20,39,39,43.88,14,18,100.27,25,20,10,9,0
1,59.25,22,32,100,0,21,27,39.33,11,21,114.29,34,23,10,3,1
0,45.83,26,22,66.66,25,24,32,48.65,8,10,88.89,26,18,3,1,0
0,52.23,32,35,100,16.66,22,35,49.45,16,12,81.82,18,22,0,9,0
1,47.76,35,32,83.33,0,35,22,50.55,12,16,118.18,17,18,7,14,1
0,37.25,32,19,80,33.33,18,29,53.85,11,11,103.83,20,14,1,3,1
1,60.34,23,35,100,0,34,20,68.25,18,9,98.32,13,8,7,11,1
0,39.65,35,23,100,0,20,34,31.75,9,18,101.68,21,9,5,9,0
1,42.18,37,27,100,50,29,36,44.94,14,16,110.19,21,13,14,7,1
1,47.82,36,33,50,14.28,32,25,57.14,19,15,90.48,22,11,9,7,0
0,52.17,33,36,85.71,50,25,32,42.86,15,19,109.52,34,20,7,12,1
0,57.81,27,37,50,0,36,29,55.06,16,14,89.81,13,9,12,2,0
1,54.66,34,41,75,40,38,28,55.17,17,12,89.65,20,14,4,9,0
0,45.33,41,34,60,25,28,38,44.83,12,17,110.35,24,23,9,18,1
1,47.27,29,26,85.71,0,37,38,58.95,9,9,96.37,21,15,7,10,0
0,52.72,26,29,100,14.28,38,37,41.05,9,9,103.63,25,17,3,5,1
1,51.66,29,31,50,25,34,32,55.26,10,7,109.75,30,18,9,10,1
0,48.33,31,29,75,50,32,34,44.74,7,10,90.25,28,15,1,1,0
1,63.15,21,36,100,50,36,22,57.45,15,16,87.54,24,14,11,10,0
0,36.84,36,21,50,0,22,36,42.55,16,15,112.46,31,11,2,10,1
0,46.26,36,31,75,33.33,30,37,46.53,11,25,81.78,23,8,6,19,0
1,53.73,31,36,66.66,25,37,30,53.47,25,11,118.22,24,10,9,13,1
1,60.34,23,35,0,0,27,25,57,21,15,103.3,26,12,2,11,1
1,60.31,25,38,100,66.66,35,30,51,11,17,109.66,18,15,5,5,1
0,39.68,38,25,33.33,0,30,35,49,17,11,90.34,23,8,2,3,0
0,39.65,35,23,100,0,25,27,43,15,21,96.7,41,14,1,4,0
1,56.89,25,33,100,60,37,34,48,13,13,92.59,34,18,8,11,1
0,48.33,31,29,100,0,25,44,42.27,13,18,105.06,38,18,7,6,1
1,42.64,39,29,100,25,46,31,54.55,18,13,93.26,24,16,5,9,0
1,51.66,29,31,100,0,44,25,57.73,18,13,94.94,33,9,7,8,0
1,53.96,29,34,100,0,31,32,48.42,12,19,98.21,11,11,10,16,0
0,46.03,34,29,100,0,32,31,51.58,19,12,101.79,15,12,9,5,1
1,70.68,17,41,0,50,47,20,61.7,24,7,97.52,28,9,8,9,1
0,29.31,41,17,50,0,20,47,38.3,7,24,102.48,18,12,5,4,0
0,44.06,33,26,100,0,23,28,45.56,13,20,95.24,16,17,4,2,0
0,43.1,33,25,40,0,34,37,52,13,13,107.41,26,16,5,2,0
0,57.35,29,39,75,0,31,46,45.45,13,18,106.74,29,15,5,5,1
1,46.87,34,30,100,14.28,17,28,40.54,11,15,77.78,45,17,7,18,0
0,53.12,30,34,85.71,0,28,17,59.46,15,11,122.22,39,15,1,10,1
1,55.93,26,33,100,0,28,23,54.44,20,13,104.76,12,12,9,6,1
1,49.05,27,26,100,0,17,37,39.6,7,20,93.33,30,15,6,13,0
0,50.94,26,27,100,0,37,17,60.4,20,7,106.67,14,18,2,6,1
0,48,26,24,100,33.33,33,30,42.35,11,14,100.32,13,16,13,1,1
1,52,24,26,66.66,0,30,33,57.65,14,11,99.68,30,6,8,5,0
1,44.68,26,21,100,0,21,20,42.42,12,5,116.67,30,21,7,6,1
0,55.31,21,26,100,0,20,21,57.58,5,12,83.33,21,6,5,3,0
0,42.85,32,24,100,0,26,38,33.98,16,22,91.18,30,24,7,5,0
1,57.14,24,32,0,0,38,26,66.02,22,16,108.82,28,10,9,7,1
0,56,22,28,66.66,50,28,37,45.33,7,9,98.19,30,11,4,1,1
1,49.2,32,31,100,0,22,31,58.02,13,16,100.45,15,9,4,10,1
1,58.92,23,33,100,0,39,17,64.08,18,8,67.49,25,11,5,2,0
1,44,28,22,50,33.33,37,28,54.67,9,7,101.81,23,14,8,2,0
0,41.07,33,23,100,0,17,39,35.92,8,18,132.51,15,19,3,2,1
0,50.79,31,32,100,0,31,22,41.98,16,13,99.55,23,16,5,9,0
1,50,36,36,50,33.33,32,35,62.75,19,19,96,29,7,14,14,0
0,51.02,24,25,66.66,33.33,18,32,34.92,10,15,99.77,15,4,4,3,0
1,48.07,27,25,100,0,34,17,65.12,20,7,76.47,31,6,7,5,0
1,48.97,25,24,66.66,33.33,32,18,65.08,15,10,100.23,6,6,0,3,1
0,43.85,32,25,75,20,22,38,33.33,8,22,93.38,26,13,4,5,0
1,64.28,20,36,100,0,24,30,49.38,9,16,110.53,18,15,8,18,1
1,56.14,25,32,80,25,38,22,66.67,22,8,106.62,17,4,5,15,1
0,51.92,25,27,100,0,17,34,34.88,7,20,123.53,45,20,6,0,1
0,50,36,36,66.66,50,35,32,37.25,19,19,104,35,25,4,5,1
0,35.71,36,20,100,0,30,24,50.62,16,9,89.47,20,13,7,14,0
0,55.55,28,35,75,33.33,30,29,46.59,18,21,103.7,21,16,8,2,1
1,52.72,26,29,100,33.33,30,22,49.43,11,14,99.2,27,16,4,11,1
1,44.44,35,28,66.66,25,29,30,53.41,21,18,96.3,13,14,4,4,0
1,59.42,28,41,80,0,20,41,40.79,12,21,102.92,31,16,9,11,0
1,39.62,32,21,75,0,25,30,42.42,13,13,97.09,34,18,6,9,0
0,40.57,41,28,100,20,41,20,59.21,21,12,97.08,23,11,3,2,1
1,58.62,24,34,100,20,20,19,57.14,16,8,111.67,19,15,7,5,1
0,60.37,21,32,100,25,30,25,57.58,13,13,102.91,16,12,5,8,1
0,47.27,29,26,66.66,0,22,30,50.57,14,11,100.8,28,12,10,8,0
0,40.62,38,26,50,33.33,38,21,62.64,28,10,92.92,26,20,6,5,1
1,59.37,26,38,66.66,50,21,38,37.36,10,28,107.08,35,19,10,6,0
0,41.37,34,24,80,0,19,20,42.86,8,16,88.33,23,13,6,3,0
1,61.11,21,33,100,25,36,24,64.44,21,7,101.69,22,5,8,9,1
0,47.91,25,23,100,0,30,22,56.79,13,9,105.66,17,13,5,4,1
1,52.08,23,25,100,0,22,30,43.21,9,13,94.34,22,12,6,22,0
0,38.88,33,21,75,0,24,36,35.56,7,21,98.31,25,12,3,6,0
1,50,26,26,100,25,32,34,43.88,14,13,101.1,20,20,3,3,1
0,50,26,26,75,0,34,32,56.12,13,14,98.9,17,14,3,3,0
1,53.57,26,30,100,0,26,28,50,14,12,110.49,20,14,8,8,1
0,46.42,30,26,100,0,28,26,50,12,14,89.51,18,16,6,5,0
1,46.87,34,30,100,0,29,41,41.9,11,20,112.81,26,20,6,12,1
1,60.71,22,34,0,33.33,42,33,55.45,16,15,92.52,17,14,2,2,0
0,53.57,26,30,50,0,38,16,64.37,17,12,95.25,36,15,4,3,0
0,53.12,30,34,100,0,41,29,58.1,20,11,87.19,30,13,5,16,0
0,39.28,34,22,66.66,0,33,42,44.55,15,16,107.48,9,22,10,2,1
1,46.42,30,26,100,50,16,38,35.63,12,17,104.75,33,17,8,5,1
0,53.44,27,31,60,0,18,34,35.8,16,15,96.43,20,21,4,2,0
1,40.67,35,24,75,50,24,21,57.69,11,9,99.12,19,4,5,6,1
1,58.49,22,31,66.66,50,37,26,55,17,13,102.14,26,23,9,13,1
1,35.18,35,19,100,0,32,39,43.33,12,18,102.54,34,13,10,5,1
1,55.71,31,39,66.66,0,41,27,63.81,20,22,101.72,33,17,7,10,1
0,41.5,31,22,50,33.33,26,37,45,13,17,97.86,27,28,4,14,0
0,59.32,24,35,50,25,21,24,42.31,9,11,100.88,15,9,6,4,0
1,46.55,31,27,100,40,34,18,64.2,15,16,103.57,18,11,3,2,1
1,48.93,24,23,100,0,25,23,49.4,16,12,104.97,24,11,6,9,1
1,51.92,25,27,100,33.33,32,18,65.22,20,8,98.61,14,6,11,11,1
0,48.07,27,25,66.66,0,18,32,34.78,8,20,101.39,26,18,7,12,0
0,51.06,23,24,100,0,23,25,50.6,12,16,95.03,17,5,1,2,0
0,64.81,19,35,0,0,39,32,56.67,18,12,97.46,22,14,8,7,0
0,44.28,39,31,100,33.33,27,41,36.19,22,20,98.28,32,16,2,6,0
1,49.09,28,27,100,60,23,34,43.37,9,18,100,21,11,4,15,1
0,53.44,27,31,83.33,0,24,35,26.92,1,16,137.5,33,17,6,3,1
0,45.45,24,20,100,33.33,28,24,46.88,14,7,108.7,18,25,10,12,1
1,54.54,20,24,66.66,0,24,28,53.13,7,14,91.3,19,15,3,14,0
0,50.9,27,28,40,0,34,23,56.63,18,9,100,31,9,3,2,0
1,46.55,31,27,100,16.66,35,24,73.08,16,1,62.5,32,4,7,7,0
0,43.13,29,22,80,0,25,32,48.05,12,10,100.41,23,24,6,5,0
1,51.78,27,29,100,100,25,39,46.81,14,16,93.55,21,6,11,6,0
0,48.21,29,27,0,0,39,25,53.19,16,14,106.45,17,5,6,3,1
1,56.86,22,29,100,20,32,25,51.95,10,12,99.59,37,16,4,7,1
1,52.45,29,32,80,0,28,30,46.25,18,9,95.03,27,15,11,14,0
0,47.54,32,29,100,20,30,28,53.75,9,18,104.97,25,16,11,18,1
0,57.14,27,36,50,0,32,31,50.47,19,13,94.21,18,16,15,2,0
1,57.81,27,37,100,50,37,28,59.77,21,12,89.04,25,8,3,10,0
0,42.18,37,27,50,0,28,37,40.23,12,21,110.96,17,10,7,8,1
1,76.36,13,42,100,16.66,31,27,58.97,9,12,95.97,46,7,8,13,1
0,23.63,42,13,83.33,0,27,31,41.03,12,9,104.03,32,19,4,10,0
1,42.85,36,27,100,50,31,32,49.53,13,19,105.79,17,17,13,8,1
0,54.16,22,26,50,50,22,35,41.28,9,17,110.42,29,20,2,6,1
0,40.98,36,25,100,100,24,35,42.39,14,20,101.3,17,17,4,5,1
1,59.01,25,36,0,0,35,24,57.61,20,14,98.7,18,14,3,8,0
1,45.83,26,22,50,50,35,22,58.72,17,9,89.58,25,18,9,17,0
0,52.45,29,32,83.33,0,27,22,60,15,10,86.7,22,11,5,2,0
1,47.54,32,29,100,16.66,22,27,40,10,15,113.3,29,14,12,10,1
1,56.25,21,27,100,0,39,28,55,8,19,106.06,33,11,8,20,1
0,43.75,27,21,100,0,28,39,45,19,8,93.94,20,12,3,13,0
1,54.38,26,31,100,50,38,31,54.12,14,9,90.91,20,17,15,10,0
0,45.61,31,26,50,0,31,38,45.88,9,14,109.09,36,19,7,3,1
0,45.07,39,32,100,66.66,25,36,47.25,15,13,111.3,19,22,2,11,1
1,52.63,27,30,66.66,0,50,22,70.64,27,8,85.6,37,9,5,5,0
1,43.07,37,28,100,0,29,38,46.94,13,11,98.02,18,10,14,11,0
0,47.36,30,27,100,33.33,22,50,29.36,8,27,114.4,39,27,1,8,1
0,56.92,28,37,100,0,38,29,53.06,11,13,101.99,23,11,4,3,1
1,47.82,24,22,100,25,14,34,34.92,8,14,96,27,11,8,9,1
1,54.92,32,39,33.33,0,36,25,52.75,13,15,88.7,28,18,2,14,0
0,52.17,22,24,75,0,34,14,65.08,14,8,104,13,12,11,2,0
1,45.31,35,29,100,33.33,28,33,45.83,10,19,99.12,43,25,3,7,0
0,54.68,29,35,66.66,0,33,28,54.17,19,10,100.88,14,16,7,11,1
0,53.06,23,26,66.66,50,13,33,30,9,9,92.42,7,8,2,5,0
1,46.93,26,23,50,33.33,33,13,70,9,9,107.58,10,7,1,5,1
0,40.27,43,29,75,33.33,24,40,27.27,15,13,106.67,30,16,6,8,1
1,59.72,29,43,66.66,25,40,24,72.73,13,15,93.33,35,6,4,6,0
1,54.68,29,35,100,100,30,27,61.73,20,11,95.83,16,8,12,10,1
0,45.31,35,29,0,0,27,30,38.27,11,20,104.17,32,13,11,10,0
0,52.72,26,29,66.66,0,22,20,55.71,11,13,99.12,9,10,3,1,0
0,51.61,30,32,100,0,33,31,59.22,21,12,94.63,16,15,3,11,0
0,55.93,26,33,50,0,29,28,48.86,11,17,118.5,19,17,5,5,1
1,44.06,33,26,100,50,28,29,51.14,17,11,81.5,15,11,6,8,0
1,47.27,29,26,100,33.33,20,22,44.29,13,11,100.88,20,15,5,3,1
0,29.31,41,17,100,0,24,34,43.01,9,11,118.22,23,24,6,9,1
1,48.38,32,30,100,0,31,33,40.78,12,21,105.37,15,22,9,8,1
1,70.68,17,41,100,0,34,24,56.99,11,9,81.78,13,13,15,11,0
0,43.83,41,32,0,0,28,29,53.15,26,20,85.71,27,13,2,16,0
1,56.16,32,41,0,100,29,28,46.85,20,26,114.29,29,18,9,19,1
0,39.21,31,20,100,0,19,38,34.44,9,17,100.79,30,16,7,7,0
1,46.55,31,27,100,0,23,31,40,12,10,91.67,24,17,9,8,0
0,53.19,22,25,50,0,21,23,50,7,10,100,50,9,6,11,0
1,46.8,25,22,100,50,23,21,50,10,7,100,38,17,4,12,1
0,53.96,29,34,83.33,50,34,35,52.48,14,18,96.31,23,17,5,9,0
1,60.78,20,31,100,0,38,19,65.56,17,9,99.21,29,10,6,10,1
0,53.44,27,31,100,0,31,23,60,10,12,108.33,12,13,8,1,1
1,45.2,40,33,100,20,30,38,38.83,17,24,112.88,25,11,10,10,1
0,54.79,33,40,80,0,38,30,61.17,24,17,87.13,30,9,7,13,0
1,46.03,34,29,50,16.66,35,34,47.52,18,14,103.69,13,13,3,5,1
1,42.85,36,27,80,50,21,38,48,13,18,93.76,40,12,9,27,0
1,57.57,28,38,100,16.66,31,27,46.59,13,17,100.53,33,21,7,6,1
0,52.94,24,27,50,0,35,30,51.55,16,10,89.16,23,8,6,12,0
0,57.14,27,36,50,20,38,21,52,18,13,106.24,25,22,13,13,1
0,41.07,33,23,100,33.33,34,30,50.55,11,15,96.43,26,12,5,3,0
0,42.42,38,28,83.33,0,27,31,53.41,17,13,99.47,23,21,4,11,0
1,47.05,27,24,100,50,30,35,48.45,10,16,110.84,27,12,6,9,1
1,58.92,23,33,66.66,0,30,34,49.45,15,11,103.57,14,17,7,0,1
1,50,27,27,100,0,17,38,34.52,10,17,106.66,18,14,7,15,1
0,50,27,27,100,0,38,17,65.48,17,10,93.34,7,8,6,9,0
1,64.28,20,36,66.66,0,43,32,70.11,15,9,106.06,20,7,12,7,0
0,35.71,36,20,100,33.33,32,43,29.89,9,15,93.94,28,13,2,15,1
0,50.74,33,34,66.66,0,28,28,53.75,23,14,107.59,20,7,4,3,1
1,45.9,33,28,100,28.57,29,35,28.92,7,16,107.5,33,24,3,4,1
1,49.25,34,33,100,33.33,28,28,46.25,14,23,92.41,19,18,1,6,0
0,54.09,28,33,71.42,0,35,29,71.08,16,7,92.5,21,9,1,1,0
0,53.96,29,34,100,25,34,34,57.47,19,7,90.95,34,10,11,7,0
1,46.03,34,29,75,0,34,34,42.53,7,19,109.05,27,19,8,7,1
1,56.52,30,39,100,50,22,40,40.91,10,21,108.93,21,19,5,7,1
0,43.47,39,30,50,0,40,22,59.09,21,10,91.07,19,14,5,7,0
1,49.33,38,37,66.66,0,35,43,54.26,11,24,107.69,21,15,14,14,1
1,42.1,33,24,50,100,19,30,48.61,18,17,95.94,23,11,3,12,0
0,57.89,24,33,0,50,30,19,51.39,17,18,104.06,13,15,7,8,1
0,50.66,37,38,100,33.33,43,35,45.74,24,11,92.31,37,21,6,13,0
1,46.03,34,29,80,66.66,31,28,44.57,14,12,107.24,15,21,10,13,1
0,40.9,39,27,100,33.33,22,36,37.93,14,17,96.15,21,20,4,2,0
0,46.66,32,28,66.66,0,27,36,45.92,13,13,104.81,31,14,4,11,0
0,48.48,34,32,66.66,0,30,37,41.77,15,18,93.64,23,15,6,4,0
1,53.33,28,32,100,33.33,36,27,54.08,13,13,95.19,34,16,8,13,1
1,51.51,32,34,100,33.33,37,30,58.23,18,15,106.36,25,9,7,10,1
1,59.09,27,39,66.66,0,36,22,62.07,17,14,103.85,22,11,2,2,1
0,53.96,29,34,33.33,20,28,31,55.43,12,14,92.76,22,9,13,5,0
1,42.37,34,25,66.66,33.33,28,33,58.62,12,6,76.84,11,7,3,8,0
0,57.62,25,34,66.66,33.33,33,28,41.38,6,12,123.16,19,18,5,5,1
1,41.81,32,23,50,0,38,24,64.29,14,12,89.92,15,5,7,14,0
0,49.15,30,29,66.66,0,32,13,69.23,20,6,100,18,13,6,8,0
0,61.11,28,44,100,50,41,35,48.65,17,26,109.38,23,13,4,6,1
1,38.88,44,28,50,0,35,41,51.35,26,17,90.63,35,12,2,2,0
0,56.92,28,37,100,0,27,23,62.16,16,19,107.87,14,4,10,9,1
0,61.53,25,40,66.66,0,30,32,50.93,20,13,102.84,18,20,15,7,1
0,58.18,23,32,100,50,24,38,35.71,12,14,110.08,26,11,4,14,1
1,38.46,40,25,100,33.33,32,30,49.07,13,20,97.16,18,21,18,7,0
1,43.07,37,28,100,0,23,27,37.84,19,16,92.13,13,16,8,6,0
1,56.06,29,37,100,0,28,18,61.43,21,13,103.67,21,11,11,8,1
0,43.93,37,29,100,0,18,28,38.57,13,21,96.33,46,16,9,6,0
1,50.84,29,30,100,33.33,13,32,30.77,6,20,100,52,22,7,22,1
0,50.94,26,27,100,0,32,22,63.92,18,11,107.14,16,11,11,8,1
1,49.05,27,26,100,0,22,32,36.08,11,18,92.86,24,22,11,13,0
0,48.27,30,28,66.66,0,33,22,58.75,12,13,93.17,16,10,5,9,0
1,51.72,28,30,100,33.33,22,33,41.25,13,12,106.83,17,8,5,3,1
0,41.07,33,23,100,0,26,30,49.35,14,11,104.35,13,10,8,3,1
1,58.92,23,33,100,0,30,26,50.65,11,14,95.65,22,9,6,1,0
1,60.86,18,28,80,0,29,38,44.94,11,11,92.89,26,18,6,17,0
0,36.36,28,16,83.33,0,20,18,41.25,11,13,94.12,40,17,5,13,0
1,63.63,16,28,100,16.66,18,20,58.75,13,11,105.88,28,6,4,16,1
0,39.13,28,18,100,20,38,29,55.06,11,11,107.11,27,7,4,8,1
